student_track_id,student_id,track_name,date_enrolled,track_completed,days_for_completion,completion_bucket
92,2084,"Data Analyst",2022-06-26,0,"Not completed yet","Not completed yet"
93,2084,"Data Scientist",2022-06-26,0,"Not completed yet","Not completed yet"
94,2091,"Data Analyst",2022-06-12,0,"Not completed yet","Not completed yet"
95,2091,"Data Scientist",2022-09-09,0,"Not completed yet","Not completed yet"
96,2110,"Data Scientist",2022-09-26,0,"Not completed yet","Not completed yet"
97,2112,"Data Scientist",2022-01-17,0,"Not completed yet","Not completed yet"
98,2113,"Data Scientist",2022-09-13,0,"Not completed yet","Not completed yet"
99,2114,"Business Analyst",2022-01-16,0,"Not completed yet","Not completed yet"
100,2114,"Data Scientist",2022-01-16,0,"Not completed yet","Not completed yet"
101,2134,"Data Analyst",2022-06-24,0,"Not completed yet","Not completed yet"
102,2222,"Data Analyst",2022-03-04,0,"Not completed yet","Not completed yet"
103,2255,"Data Scientist",2022-01-24,0,"Not completed yet","Not completed yet"
104,2259,"Business Analyst",2022-09-20,0,"Not completed yet","Not completed yet"
105,2259,"Data Analyst",2022-09-20,0,"Not completed yet","Not completed yet"
106,2264,"Data Scientist",2022-04-30,0,"Not completed yet","Not completed yet"
107,2292,"Data Analyst",2022-05-19,0,"Not completed yet","Not completed yet"
108,2292,"Data Scientist",2022-01-09,0,"Not completed yet","Not completed yet"
109,2295,"Data Analyst",2022-05-24,0,"Not completed yet","Not completed yet"
110,2307,"Business Analyst",2022-01-23,0,"Not completed yet","Not completed yet"
111,2353,"Business Analyst",2022-06-30,0,"Not completed yet","Not completed yet"
112,2397,"Data Scientist",2022-09-02,0,"Not completed yet","Not completed yet"
113,2431,"Data Analyst",2022-05-24,0,"Not completed yet","Not completed yet"
114,2473,"Data Scientist",2022-08-13,0,"Not completed yet","Not completed yet"
115,2611,"Data Scientist",2022-08-11,0,"Not completed yet","Not completed yet"
116,2617,"Business Analyst",2022-01-29,0,"Not completed yet","Not completed yet"
117,2620,"Data Analyst",2022-04-24,0,"Not completed yet","Not completed yet"
118,2629,"Data Analyst",2022-04-05,0,"Not completed yet","Not completed yet"
119,2649,"Data Scientist",2022-07-03,0,"Not completed yet","Not completed yet"
120,2690,"Data Scientist",2022-09-08,0,"Not completed yet","Not completed yet"
121,2701,"Data Analyst",2022-07-16,0,"Not completed yet","Not completed yet"
122,2702,"Business Analyst",2022-05-07,0,"Not completed yet","Not completed yet"
123,2731,"Data Analyst",2022-01-12,0,"Not completed yet","Not completed yet"
124,2827,"Data Analyst",2022-01-27,0,"Not completed yet","Not completed yet"
125,2881,"Data Scientist",2022-06-10,0,"Not completed yet","Not completed yet"
126,2938,"Data Scientist",2022-03-09,0,"Not completed yet","Not completed yet"
127,2945,"Data Scientist",2022-02-16,0,"Not completed yet","Not completed yet"
128,2954,"Data Scientist",2022-03-06,0,"Not completed yet","Not completed yet"
129,2971,"Data Analyst",2022-06-19,0,"Not completed yet","Not completed yet"
130,3002,"Business Analyst",2022-01-07,0,"Not completed yet","Not completed yet"
131,3002,"Data Analyst",2022-01-07,0,"Not completed yet","Not completed yet"
132,3002,"Data Scientist",2022-01-07,0,"Not completed yet","Not completed yet"
133,3056,"Business Analyst",2022-04-03,0,"Not completed yet","Not completed yet"
134,3056,"Data Analyst",2022-04-03,0,"Not completed yet","Not completed yet"
135,3062,"Data Analyst",2022-01-31,0,"Not completed yet","Not completed yet"
136,3080,"Data Scientist",2022-08-06,0,"Not completed yet","Not completed yet"
137,3103,"Data Scientist",2022-06-22,0,"Not completed yet","Not completed yet"
138,3115,"Data Analyst",2022-02-18,0,"Not completed yet","Not completed yet"
139,3183,"Data Analyst",2022-01-26,0,"Not completed yet","Not completed yet"
140,3183,"Data Scientist",2022-02-17,0,"Not completed yet","Not completed yet"
141,3195,"Data Analyst",2022-01-12,0,"Not completed yet","Not completed yet"
142,3239,"Data Analyst",2022-03-11,0,"Not completed yet","Not completed yet"
143,3247,"Data Scientist",2022-04-26,0,"Not completed yet","Not completed yet"
144,3260,"Data Analyst",2022-10-02,0,"Not completed yet","Not completed yet"
145,3297,"Data Analyst",2022-07-31,0,"Not completed yet","Not completed yet"
146,3310,"Data Analyst",2022-10-04,0,"Not completed yet","Not completed yet"
147,3310,"Data Scientist",2022-10-04,0,"Not completed yet","Not completed yet"
148,3360,"Data Analyst",2022-07-18,0,"Not completed yet","Not completed yet"
149,3416,"Data Analyst",2022-02-22,0,"Not completed yet","Not completed yet"
150,3423,"Data Scientist",2022-03-27,0,"Not completed yet","Not completed yet"
151,3478,"Business Analyst",2022-09-04,0,"Not completed yet","Not completed yet"
152,3494,"Data Analyst",2022-09-07,0,"Not completed yet","Not completed yet"
153,3541,"Data Scientist",2022-06-25,0,"Not completed yet","Not completed yet"
154,3550,"Data Analyst",2022-02-08,0,"Not completed yet","Not completed yet"
155,3577,"Data Scientist",2022-05-14,1,295,"91 to 365 days"
156,3643,"Data Scientist",2022-01-23,0,"Not completed yet","Not completed yet"
157,3749,"Data Analyst",2022-01-14,0,"Not completed yet","Not completed yet"
158,3751,"Data Scientist",2022-09-20,0,"Not completed yet","Not completed yet"
159,3817,"Business Analyst",2022-04-21,0,"Not completed yet","Not completed yet"
160,3817,"Data Analyst",2022-04-21,0,"Not completed yet","Not completed yet"
161,3824,"Business Analyst",2022-10-17,0,"Not completed yet","Not completed yet"
162,3830,"Data Scientist",2022-05-04,0,"Not completed yet","Not completed yet"
163,3852,"Data Analyst",2022-03-13,0,"Not completed yet","Not completed yet"
164,3856,"Data Analyst",2022-02-12,0,"Not completed yet","Not completed yet"
165,3862,"Data Analyst",2022-01-12,0,"Not completed yet","Not completed yet"
166,3875,"Data Scientist",2022-06-25,0,"Not completed yet","Not completed yet"
167,3887,"Data Analyst",2022-01-28,0,"Not completed yet","Not completed yet"
168,3938,"Data Analyst",2022-10-03,0,"Not completed yet","Not completed yet"
169,4011,"Data Scientist",2022-04-02,0,"Not completed yet","Not completed yet"
170,4059,"Data Scientist",2022-02-14,0,"Not completed yet","Not completed yet"
171,4078,"Data Scientist",2022-06-29,0,"Not completed yet","Not completed yet"
172,4107,"Data Analyst",2022-03-24,0,"Not completed yet","Not completed yet"
173,4141,"Business Analyst",2022-01-13,0,"Not completed yet","Not completed yet"
174,4141,"Data Analyst",2022-01-13,0,"Not completed yet","Not completed yet"
175,4194,"Data Analyst",2022-05-16,0,"Not completed yet","Not completed yet"
176,4205,"Data Analyst",2022-04-03,0,"Not completed yet","Not completed yet"
177,4232,"Business Analyst",2022-08-15,0,"Not completed yet","Not completed yet"
178,4242,"Business Analyst",2022-07-09,0,"Not completed yet","Not completed yet"
179,4242,"Data Analyst",2022-03-25,0,"Not completed yet","Not completed yet"
180,4242,"Data Scientist",2022-02-01,0,"Not completed yet","Not completed yet"
181,4266,"Business Analyst",2022-06-15,0,"Not completed yet","Not completed yet"
182,4266,"Data Analyst",2022-01-19,0,"Not completed yet","Not completed yet"
183,4336,"Data Scientist",2022-03-04,0,"Not completed yet","Not completed yet"
184,4371,"Data Scientist",2022-06-12,0,"Not completed yet","Not completed yet"
185,4392,"Data Analyst",2022-05-30,0,"Not completed yet","Not completed yet"
186,4404,"Business Analyst",2022-09-17,0,"Not completed yet","Not completed yet"
187,4408,"Business Analyst",2022-01-04,0,"Not completed yet","Not completed yet"
188,4408,"Data Analyst",2022-01-04,0,"Not completed yet","Not completed yet"
189,4430,"Data Analyst",2022-07-22,0,"Not completed yet","Not completed yet"
190,4441,"Business Analyst",2022-09-11,0,"Not completed yet","Not completed yet"
191,4514,"Data Analyst",2022-06-19,0,"Not completed yet","Not completed yet"
192,4558,"Business Analyst",2022-04-06,0,"Not completed yet","Not completed yet"
193,4558,"Data Analyst",2022-04-06,0,"Not completed yet","Not completed yet"
194,4558,"Data Scientist",2022-04-06,0,"Not completed yet","Not completed yet"
195,4658,"Data Scientist",2022-08-30,0,"Not completed yet","Not completed yet"
196,4691,"Business Analyst",2022-05-04,0,"Not completed yet","Not completed yet"
197,4691,"Data Analyst",2022-05-04,0,"Not completed yet","Not completed yet"
198,4696,"Data Scientist",2022-02-22,0,"Not completed yet","Not completed yet"
199,4763,"Data Analyst",2022-08-17,0,"Not completed yet","Not completed yet"
200,4874,"Business Analyst",2022-05-20,0,"Not completed yet","Not completed yet"
201,4874,"Data Analyst",2022-05-14,0,"Not completed yet","Not completed yet"
202,4884,"Data Analyst",2022-02-18,0,"Not completed yet","Not completed yet"
203,5016,"Data Analyst",2022-07-28,0,"Not completed yet","Not completed yet"
204,5080,"Data Analyst",2022-06-18,0,"Not completed yet","Not completed yet"
205,5142,"Data Scientist",2022-05-20,0,"Not completed yet","Not completed yet"
206,5221,"Data Analyst",2022-06-10,0,"Not completed yet","Not completed yet"
207,5253,"Data Scientist",2022-02-01,0,"Not completed yet","Not completed yet"
208,5334,"Data Scientist",2022-06-02,0,"Not completed yet","Not completed yet"
209,5389,"Data Scientist",2022-02-15,0,"Not completed yet","Not completed yet"
210,5583,"Data Analyst",2022-07-13,0,"Not completed yet","Not completed yet"
211,5583,"Data Scientist",2022-06-22,0,"Not completed yet","Not completed yet"
212,5691,"Data Analyst",2022-06-28,0,"Not completed yet","Not completed yet"
213,5827,"Data Analyst",2022-02-13,1,76,"61 to 90 days"
214,5827,"Data Scientist",2022-04-30,0,"Not completed yet","Not completed yet"
215,5836,"Business Analyst",2022-01-15,0,"Not completed yet","Not completed yet"
216,5944,"Data Scientist",2022-06-02,0,"Not completed yet","Not completed yet"
217,5974,"Data Analyst",2022-01-03,1,20,"8 to 30 days"
218,6011,"Data Scientist",2022-03-20,0,"Not completed yet","Not completed yet"
219,6053,"Data Analyst",2022-05-21,1,208,"91 to 365 days"
220,6063,"Data Analyst",2022-01-23,0,"Not completed yet","Not completed yet"
221,6164,"Data Analyst",2022-05-30,0,"Not completed yet","Not completed yet"
222,6164,"Data Scientist",2022-09-19,0,"Not completed yet","Not completed yet"
223,6165,"Data Analyst",2022-06-05,0,"Not completed yet","Not completed yet"
224,6165,"Data Scientist",2022-06-05,0,"Not completed yet","Not completed yet"
225,6239,"Data Analyst",2022-08-09,0,"Not completed yet","Not completed yet"
226,6363,"Data Scientist",2022-01-24,0,"Not completed yet","Not completed yet"
227,6426,"Business Analyst",2022-02-24,0,"Not completed yet","Not completed yet"
228,6448,"Business Analyst",2022-03-06,0,"Not completed yet","Not completed yet"
229,6448,"Data Scientist",2022-06-20,0,"Not completed yet","Not completed yet"
230,6547,"Data Analyst",2022-02-07,0,"Not completed yet","Not completed yet"
231,6588,"Data Analyst",2022-03-01,0,"Not completed yet","Not completed yet"
232,6589,"Data Analyst",2022-03-20,0,"Not completed yet","Not completed yet"
233,6618,"Data Analyst",2022-03-02,0,"Not completed yet","Not completed yet"
234,6618,"Data Scientist",2022-03-17,0,"Not completed yet","Not completed yet"
235,6657,"Data Scientist",2022-06-19,0,"Not completed yet","Not completed yet"
236,6723,"Data Scientist",2022-07-20,0,"Not completed yet","Not completed yet"
237,6773,"Data Analyst",2022-09-21,0,"Not completed yet","Not completed yet"
238,6773,"Data Scientist",2022-06-11,0,"Not completed yet","Not completed yet"
239,6787,"Data Analyst",2022-01-15,0,"Not completed yet","Not completed yet"
240,6808,"Business Analyst",2022-10-19,0,"Not completed yet","Not completed yet"
241,6862,"Data Analyst",2022-03-03,0,"Not completed yet","Not completed yet"
242,6930,"Data Analyst",2022-01-04,0,"Not completed yet","Not completed yet"
243,6930,"Data Scientist",2022-01-04,0,"Not completed yet","Not completed yet"
244,6932,"Business Analyst",2022-03-30,0,"Not completed yet","Not completed yet"
245,6971,"Data Scientist",2022-08-15,0,"Not completed yet","Not completed yet"
246,7037,"Business Analyst",2022-04-14,0,"Not completed yet","Not completed yet"
247,7069,"Data Analyst",2022-01-19,0,"Not completed yet","Not completed yet"
248,7099,"Data Analyst",2022-08-08,0,"Not completed yet","Not completed yet"
249,7217,"Data Scientist",2022-06-29,0,"Not completed yet","Not completed yet"
250,7291,"Business Analyst",2022-03-08,0,"Not completed yet","Not completed yet"
251,7325,"Business Analyst",2022-01-19,0,"Not completed yet","Not completed yet"
252,7329,"Data Scientist",2022-01-27,0,"Not completed yet","Not completed yet"
253,7331,"Data Analyst",2022-07-20,0,"Not completed yet","Not completed yet"
254,7331,"Data Scientist",2022-01-15,0,"Not completed yet","Not completed yet"
255,7343,"Data Scientist",2022-01-23,0,"Not completed yet","Not completed yet"
256,7432,"Data Scientist",2022-02-16,0,"Not completed yet","Not completed yet"
257,7521,"Data Scientist",2022-04-08,0,"Not completed yet","Not completed yet"
258,7548,"Business Analyst",2022-04-15,0,"Not completed yet","Not completed yet"
259,7548,"Data Analyst",2022-04-15,0,"Not completed yet","Not completed yet"
260,7642,"Data Analyst",2022-01-19,0,"Not completed yet","Not completed yet"
261,7684,"Data Scientist",2022-02-16,0,"Not completed yet","Not completed yet"
262,7955,"Data Analyst",2022-05-27,0,"Not completed yet","Not completed yet"
263,7962,"Data Scientist",2022-10-10,0,"Not completed yet","Not completed yet"
264,7978,"Business Analyst",2022-07-23,0,"Not completed yet","Not completed yet"
265,7978,"Data Analyst",2022-07-23,0,"Not completed yet","Not completed yet"
266,7978,"Data Scientist",2022-07-23,0,"Not completed yet","Not completed yet"
267,7999,"Data Scientist",2022-01-04,0,"Not completed yet","Not completed yet"
268,8161,"Data Scientist",2022-09-20,0,"Not completed yet","Not completed yet"
269,8188,"Data Scientist",2022-05-18,0,"Not completed yet","Not completed yet"
270,8191,"Data Analyst",2022-07-11,0,"Not completed yet","Not completed yet"
271,8194,"Data Scientist",2022-06-07,0,"Not completed yet","Not completed yet"
272,8260,"Business Analyst",2022-01-05,0,"Not completed yet","Not completed yet"
273,8431,"Business Analyst",2022-05-02,0,"Not completed yet","Not completed yet"
274,8431,"Data Analyst",2022-02-15,0,"Not completed yet","Not completed yet"
275,8495,"Business Analyst",2022-01-10,0,"Not completed yet","Not completed yet"
276,8495,"Data Analyst",2022-04-09,0,"Not completed yet","Not completed yet"
277,8495,"Data Scientist",2022-04-10,0,"Not completed yet","Not completed yet"
278,8544,"Data Scientist",2022-06-25,0,"Not completed yet","Not completed yet"
279,8567,"Data Analyst",2022-09-07,0,"Not completed yet","Not completed yet"
280,8572,"Data Scientist",2022-07-27,0,"Not completed yet","Not completed yet"
281,8594,"Data Scientist",2022-01-25,0,"Not completed yet","Not completed yet"
282,8641,"Data Analyst",2022-06-25,0,"Not completed yet","Not completed yet"
283,9055,"Data Analyst",2022-08-05,0,"Not completed yet","Not completed yet"
284,9061,"Data Scientist",2022-08-22,0,"Not completed yet","Not completed yet"
285,9108,"Data Analyst",2022-04-23,0,"Not completed yet","Not completed yet"
286,9169,"Data Analyst",2022-09-21,0,"Not completed yet","Not completed yet"
287,9170,"Data Scientist",2022-09-27,0,"Not completed yet","Not completed yet"
288,9268,"Data Analyst",2022-06-19,0,"Not completed yet","Not completed yet"
289,9305,"Data Scientist",2022-09-22,0,"Not completed yet","Not completed yet"
290,9409,"Data Analyst",2022-01-17,0,"Not completed yet","Not completed yet"
291,9500,"Data Analyst",2022-03-08,0,"Not completed yet","Not completed yet"
292,9558,"Data Analyst",2022-01-06,0,"Not completed yet","Not completed yet"
293,9561,"Data Analyst",2022-02-10,0,"Not completed yet","Not completed yet"
294,9653,"Data Analyst",2022-02-09,0,"Not completed yet","Not completed yet"
295,9754,"Business Analyst",2022-01-08,0,"Not completed yet","Not completed yet"
296,9754,"Data Analyst",2022-03-20,0,"Not completed yet","Not completed yet"
297,9771,"Business Analyst",2022-05-20,0,"Not completed yet","Not completed yet"
298,9771,"Data Analyst",2022-03-21,0,"Not completed yet","Not completed yet"
299,9808,"Data Scientist",2022-05-26,0,"Not completed yet","Not completed yet"
300,10009,"Data Analyst",2022-02-24,0,"Not completed yet","Not completed yet"
301,10016,"Data Analyst",2022-08-15,0,"Not completed yet","Not completed yet"
302,10051,"Data Scientist",2022-06-05,0,"Not completed yet","Not completed yet"
303,10149,"Business Analyst",2022-08-11,0,"Not completed yet","Not completed yet"
304,10218,"Data Scientist",2022-06-23,0,"Not completed yet","Not completed yet"
305,10299,"Data Analyst",2022-03-31,0,"Not completed yet","Not completed yet"
306,10422,"Data Analyst",2022-02-14,0,"Not completed yet","Not completed yet"
307,10549,"Data Analyst",2022-01-17,1,482,366+
308,10631,"Data Analyst",2022-09-24,0,"Not completed yet","Not completed yet"
309,10790,"Data Analyst",2022-03-12,0,"Not completed yet","Not completed yet"
310,10827,"Data Scientist",2022-09-08,0,"Not completed yet","Not completed yet"
311,10966,"Data Analyst",2022-03-25,0,"Not completed yet","Not completed yet"
312,11002,"Data Analyst",2022-08-04,0,"Not completed yet","Not completed yet"
313,11119,"Data Analyst",2022-04-28,0,"Not completed yet","Not completed yet"
314,11209,"Data Analyst",2022-06-29,0,"Not completed yet","Not completed yet"
315,11215,"Data Analyst",2022-05-16,0,"Not completed yet","Not completed yet"
316,11250,"Business Analyst",2022-04-03,0,"Not completed yet","Not completed yet"
317,11250,"Data Analyst",2022-04-03,0,"Not completed yet","Not completed yet"
318,11250,"Data Scientist",2022-04-03,0,"Not completed yet","Not completed yet"
319,11357,"Data Scientist",2022-03-20,0,"Not completed yet","Not completed yet"
320,11361,"Data Scientist",2022-03-29,0,"Not completed yet","Not completed yet"
321,11418,"Data Analyst",2022-08-04,0,"Not completed yet","Not completed yet"
322,11418,"Data Scientist",2022-08-04,0,"Not completed yet","Not completed yet"
323,11599,"Data Analyst",2022-01-10,0,"Not completed yet","Not completed yet"
324,11630,"Data Analyst",2022-01-16,0,"Not completed yet","Not completed yet"
325,11711,"Data Analyst",2022-04-24,0,"Not completed yet","Not completed yet"
326,11888,"Data Scientist",2022-01-06,0,"Not completed yet","Not completed yet"
327,11990,"Business Analyst",2022-04-20,0,"Not completed yet","Not completed yet"
328,11990,"Data Analyst",2022-04-20,0,"Not completed yet","Not completed yet"
329,11990,"Data Scientist",2022-04-20,0,"Not completed yet","Not completed yet"
330,12234,"Data Analyst",2022-02-15,0,"Not completed yet","Not completed yet"
331,12270,"Data Analyst",2022-03-21,0,"Not completed yet","Not completed yet"
332,12279,"Business Analyst",2022-08-31,0,"Not completed yet","Not completed yet"
333,12279,"Data Analyst",2022-06-05,0,"Not completed yet","Not completed yet"
334,12279,"Data Scientist",2022-06-05,0,"Not completed yet","Not completed yet"
335,12488,"Data Analyst",2022-08-26,0,"Not completed yet","Not completed yet"
336,12491,"Data Scientist",2022-01-20,0,"Not completed yet","Not completed yet"
337,12496,"Data Analyst",2022-07-29,0,"Not completed yet","Not completed yet"
338,12532,"Business Analyst",2022-03-07,0,"Not completed yet","Not completed yet"
339,12598,"Data Scientist",2022-08-03,0,"Not completed yet","Not completed yet"
340,12623,"Data Analyst",2022-01-19,1,168,"91 to 365 days"
341,12786,"Data Analyst",2022-03-31,0,"Not completed yet","Not completed yet"
342,12816,"Business Analyst",2022-03-31,0,"Not completed yet","Not completed yet"
343,12897,"Data Analyst",2022-03-27,0,"Not completed yet","Not completed yet"
344,13073,"Business Analyst",2022-10-06,0,"Not completed yet","Not completed yet"
345,13114,"Data Scientist",2022-06-15,0,"Not completed yet","Not completed yet"
346,13180,"Data Analyst",2022-05-24,0,"Not completed yet","Not completed yet"
347,13182,"Data Analyst",2022-01-26,0,"Not completed yet","Not completed yet"
348,13296,"Data Scientist",2022-05-09,0,"Not completed yet","Not completed yet"
349,13538,"Data Analyst",2022-01-07,0,"Not completed yet","Not completed yet"
350,13595,"Business Analyst",2022-01-18,0,"Not completed yet","Not completed yet"
351,13595,"Data Analyst",2022-01-18,0,"Not completed yet","Not completed yet"
352,13621,"Data Analyst",2022-08-09,0,"Not completed yet","Not completed yet"
353,13656,"Data Scientist",2022-04-08,0,"Not completed yet","Not completed yet"
354,13832,"Data Analyst",2022-03-06,0,"Not completed yet","Not completed yet"
355,13973,"Data Scientist",2022-06-15,0,"Not completed yet","Not completed yet"
356,14000,"Data Analyst",2022-08-15,0,"Not completed yet","Not completed yet"
357,14010,"Data Analyst",2022-02-05,0,"Not completed yet","Not completed yet"
358,14091,"Data Analyst",2022-04-28,0,"Not completed yet","Not completed yet"
359,14216,"Business Analyst",2022-06-18,0,"Not completed yet","Not completed yet"
360,14299,"Data Analyst",2022-02-19,0,"Not completed yet","Not completed yet"
361,14344,"Data Scientist",2022-05-30,0,"Not completed yet","Not completed yet"
362,14357,"Data Scientist",2022-09-20,0,"Not completed yet","Not completed yet"
363,14383,"Business Analyst",2022-05-18,0,"Not completed yet","Not completed yet"
364,14383,"Data Scientist",2022-01-27,0,"Not completed yet","Not completed yet"
365,14700,"Business Analyst",2022-05-05,0,"Not completed yet","Not completed yet"
366,14700,"Data Analyst",2022-05-05,0,"Not completed yet","Not completed yet"
367,14702,"Data Scientist",2022-01-24,0,"Not completed yet","Not completed yet"
368,14703,"Data Scientist",2022-09-19,0,"Not completed yet","Not completed yet"
